tool,pid,dataset,session,index,action,time,data,fields,fields_count,is_aggregated,vars,vars_count,selected_fields,selected_fields_count,selected_vars,selected_vars_count,has_extra_field,isDrilldown,shorthand,spec,marktype,tooltip_count,hovered_data,bookmark_removed
polestar,118,Movies,2,844,BOOKMARK_ADD,3/23/2015 17:47:00,"""mark=point|x=US_Gross,Q|y=Worldwide_Gross,Q""","US_Gross,Q|Worldwide_Gross,Q",2,FALSE,"US_Gross,Worldwide_Gross",2,,,,,,,"mark=point|x=US_Gross,Q|y=Worldwide_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_Gross""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross""}}}",point,,,FALSE
polestar,118,Movies,2,928,BOOKMARK_ADD,3/23/2015 17:49:00,"""mark=bar|x=Major_Genre,O|y=avg_Worldwide_Gross,Q""","Major_Genre,O|avg_Worldwide_Gross,Q",2,TRUE,"Major_Genre,Worldwide_Gross",2,,,,,,,"mark=bar|x=Major_Genre,O|y=avg_Worldwide_Gross,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Major_Genre""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross"",""aggr"":""avg""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,53,BOOKMARK_ADD,3/23/2015 16:47:00,"""mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O""","count_*,Q|Aircraft__Airline_Operator,O",2,TRUE,Aircraft__Airline_Operator,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,54,BOOKMARK_ADD,3/23/2015 16:47:00,"""mark=bar|x=count_*,Q|y=Airport__Name,O""","count_*,Q|Airport__Name,O",2,TRUE,Airport__Name,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Airport__Name,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Airport__Name""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,62,BOOKMARK_ADD,3/23/2015 16:47:00,"""mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O""","count_*,Q|Effect__Amount_of_damage,O",2,TRUE,Effect__Amount_of_damage,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,95,BOOKMARK_ADD,3/23/2015 16:48:00,"""mark=bar|x=count_*,Q|y=When__Phase_of_flight,O""","count_*,Q|When__Phase_of_flight,O",2,TRUE,When__Phase_of_flight,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=When__Phase_of_flight,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""When__Phase_of_flight""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,124,BOOKMARK_ADD,3/23/2015 16:49:00,"""mark=line|x=year_Flight_Date,T|y=count_*,Q""","count_*,Q|year_year_Flight_Date,T",2,TRUE,year_Flight_Date,1,"Flight_Date,T",1,Flight_Date,1,TRUE,FALSE,"mark=line|x=year_year_Flight_Date,T|y=count_*,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",line,,,FALSE
voyager,118,Birdstrikes,1,127,BOOKMARK_ADD,3/23/2015 16:49:00,"""mark=line|x=year_Flight_Date,T|y=sum_Cost__Other,Q""","sum_Cost__Other,Q|year_year_Flight_Date,T",2,TRUE,"Cost__Other,year_Flight_Date",2,"Flight_Date,T",1,Flight_Date,1,TRUE,FALSE,"mark=line|x=year_year_Flight_Date,T|y=sum_Cost__Other,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Cost__Other"",""aggr"":""sum""}}}",line,,,TRUE
voyager,118,Birdstrikes,1,171,BOOKMARK_ADD,3/23/2015 16:50:00,"""mark=tick|x=Cost__Total_$,Q""","Cost__Total_$,Q",1,FALSE,Cost__Total_$,1,"Cost__Total_$,Q",1,Cost__Total_$,1,FALSE,FALSE,"mark=tick|x=Cost__Total_$,Q","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Total_$""}}}",tick,,,FALSE
voyager,118,Birdstrikes,1,268,BOOKMARK_ADD,3/23/2015 16:52:00,"""mark=bar|x=avg_Cost__Total_$,Q|y=Aircraft__Airline_Operator,O""","Aircraft__Airline_Operator,O|avg_Cost__Total_$,Q",2,TRUE,"Aircraft__Airline_Operator,Cost__Total_$",2,"Aircraft__Airline_Operator,O|Cost__Total_$,Q",2,"Aircraft__Airline_Operator,Cost__Total_$",2,FALSE,TRUE,"mark=bar|x=avg_Cost__Total_$,Q|y=Aircraft__Airline_Operator,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,394,BOOKMARK_ADD,3/23/2015 16:55:00,"""mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O""","count_*,Q|Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",3,TRUE,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,"Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",2,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,TRUE
voyager,118,Birdstrikes,1,404,BOOKMARK_REMOVE,3/23/2015 16:55:00,"""mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O""","count_*,Q|Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",3,TRUE,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,"Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",2,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,
voyager,118,Birdstrikes,1,413,BOOKMARK_ADD,3/23/2015 16:55:00,"""mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O""","count_*,Q|Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",3,TRUE,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,"Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",2,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Aircraft__Airline_Operator,O|color=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,567,BOOKMARK_REMOVE,3/23/2015 17:00:00,"""mark=line|x=year_Flight_Date,T|y=sum_Cost__Other,Q""","sum_Cost__Other,Q|year_year_Flight_Date,T",2,TRUE,"Cost__Other,year_Flight_Date",2,,0,,0,TRUE,FALSE,"mark=line|x=year_year_Flight_Date,T|y=sum_Cost__Other,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Cost__Other"",""aggr"":""sum""}}}",line,,,
voyager,118,Birdstrikes,1,673,BOOKMARK_ADD,3/23/2015 17:01:00,"""mark=text|row=bin_Cost__Other,Q|color=count_*,Q|text=count_*,Q""","count_*,Q|count_*,Q|bin_Cost__Other,Q",3,TRUE,Cost__Other,1,,0,,0,TRUE,TRUE,"mark=text|row=bin_Cost__Other,Q|color=count_*,Q|text=count_*,Q","{""marktype"":""text"",""enc"":{""row"":{""bin"":true,""type"":""Q"",""name"":""Cost__Other""},""color"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""text"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",text,,,FALSE
voyager,118,Birdstrikes,1,785,BOOKMARK_ADD,3/23/2015 17:03:00,"""mark=bar|x=count_*,Q|y=Airport__Name,O|col=Effect__Amount_of_damage,O""","count_*,Q|Airport__Name,O|Effect__Amount_of_damage,O",3,TRUE,"Airport__Name,Effect__Amount_of_damage",2,"Airport__Name,O|Effect__Amount_of_damage,O",2,"Airport__Name,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Airport__Name,O|col=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Airport__Name""},""col"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,TRUE
voyager,118,Birdstrikes,1,788,BOOKMARK_REMOVE,3/23/2015 17:03:00,"""mark=bar|x=count_*,Q|y=Airport__Name,O|col=Effect__Amount_of_damage,O""","count_*,Q|Airport__Name,O|Effect__Amount_of_damage,O",3,TRUE,"Airport__Name,Effect__Amount_of_damage",2,"Airport__Name,O|Effect__Amount_of_damage,O",2,"Airport__Name,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Airport__Name,O|col=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Airport__Name""},""col"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,
voyager,118,Birdstrikes,1,801,BOOKMARK_ADD,3/23/2015 17:04:00,"""mark=bar|x=count_*,Q|y=Airport__Name,O|color=Effect__Amount_of_damage,O""","count_*,Q|Airport__Name,O|Effect__Amount_of_damage,O",3,TRUE,"Airport__Name,Effect__Amount_of_damage",2,"Airport__Name,O|Effect__Amount_of_damage,O",2,"Airport__Name,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Airport__Name,O|color=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Airport__Name""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,969,BOOKMARK_ADD,3/23/2015 17:07:00,"""mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O|col=When__Time_of_day,O""","count_*,Q|Effect__Amount_of_damage,O|When__Time_of_day,O",3,TRUE,"Effect__Amount_of_damage,When__Time_of_day",2,"Effect__Amount_of_damage,O|When__Time_of_day,O",2,"Effect__Amount_of_damage,When__Time_of_day",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O|col=When__Time_of_day,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""col"":{""type"":""O"",""name"":""When__Time_of_day""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,1028,BOOKMARK_ADD,3/23/2015 17:09:00,"""mark=bar|x=count_*,Q|y=Origin_State,O|color=Effect__Amount_of_damage,O""","count_*,Q|Effect__Amount_of_damage,O|Origin_State,O",3,TRUE,"Effect__Amount_of_damage,Origin_State",2,"Effect__Amount_of_damage,O|Origin_State,O",2,"Effect__Amount_of_damage,Origin_State",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=Origin_State,O|color=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Origin_State""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,1048,BOOKMARK_ADD,3/23/2015 17:09:00,"""mark=tick|x=Speed_IAS_in_knots,Q|y=Effect__Amount_of_damage,O""","Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",2,FALSE,"Effect__Amount_of_damage,Speed_IAS_in_knots",2,"Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",2,"Effect__Amount_of_damage,Speed_IAS_in_knots",2,FALSE,FALSE,"mark=tick|x=Speed_IAS_in_knots,Q|y=Effect__Amount_of_damage,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",tick,,,FALSE
voyager,118,Birdstrikes,1,1143,BOOKMARK_ADD,3/23/2015 17:10:00,"""mark=tick|x=Cost__Total_$,Q|y=Effect__Amount_of_damage,O""","Cost__Total_$,Q|Effect__Amount_of_damage,O",2,FALSE,"Cost__Total_$,Effect__Amount_of_damage",2,"Effect__Amount_of_damage,O|Cost__Total_$,Q",2,"Cost__Total_$,Effect__Amount_of_damage",2,FALSE,FALSE,"mark=tick|x=Cost__Total_$,Q|y=Effect__Amount_of_damage,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Total_$""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",tick,,,FALSE
voyager,118,Birdstrikes,1,1222,BOOKMARK_ADD,3/23/2015 17:13:00,"""mark=bar|x=count_*,Q|y=Wildlife__Species,O""","count_*,Q|Wildlife__Species,O",2,TRUE,Wildlife__Species,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Wildlife__Species,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Species""}}}",bar,,,FALSE
voyager,118,Birdstrikes,1,1319,BOOKMARK_ADD,3/23/2015 17:15:00,"""mark=point|x=Aircraft__Airline_Operator,O|y=Effect__Amount_of_damage,O|size=count_*,Q""","count_*,Q|Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",3,TRUE,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,"Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O",2,"Aircraft__Airline_Operator,Effect__Amount_of_damage",2,TRUE,FALSE,"mark=point|x=Aircraft__Airline_Operator,O|y=Effect__Amount_of_damage,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
polestar,248,Movies,1,123,BOOKMARK_ADD,3/21/2015 18:06:00,"""mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q""","US_DVD_Sales,Q|US_Gross,Q",2,FALSE,"US_DVD_Sales,US_Gross",2,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
polestar,248,Movies,1,314,BOOKMARK_ADD,3/21/2015 18:13:00,"""mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|row=MPAA_Rating,O""","MPAA_Rating,O|US_DVD_Sales,Q|US_Gross,Q",3,FALSE,"MPAA_Rating,US_DVD_Sales,US_Gross",3,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|row=MPAA_Rating,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""US_Gross""},""row"":{""type"":""O"",""name"":""MPAA_Rating""}}}",point,,,FALSE
polestar,248,Movies,1,332,BOOKMARK_ADD,3/21/2015 18:14:00,"""mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|row=Major_Genre,O""","Major_Genre,O|US_DVD_Sales,Q|US_Gross,Q",3,FALSE,"Major_Genre,US_DVD_Sales,US_Gross",3,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|row=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""US_Gross""},""row"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
polestar,248,Movies,1,514,BOOKMARK_ADD,3/21/2015 18:21:00,"""mark=point|x=bin_IMDB_Rating,Q|y=bin_Rotten_Tomatoes_Rating,Q|size=count_*,Q""","count_*,Q|bin_IMDB_Rating,Q|bin_Rotten_Tomatoes_Rating,Q",3,TRUE,"IMDB_Rating,Rotten_Tomatoes_Rating",2,,,,,,,"mark=point|x=bin_IMDB_Rating,Q|y=bin_Rotten_Tomatoes_Rating,Q|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""bin"":true,""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
polestar,248,Movies,1,570,BOOKMARK_ADD,3/21/2015 18:23:00,"""mark=point|x=IMDB_Votes,Q|y=IMDB_Rating,Q""","IMDB_Rating,Q|IMDB_Votes,Q",2,FALSE,"IMDB_Rating,IMDB_Votes",2,,,,,,,"mark=point|x=IMDB_Votes,Q|y=IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Votes""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""}}}",point,,,FALSE
polestar,248,Movies,1,696,BOOKMARK_ADD,3/21/2015 18:27:00,"""mark=point|x=IMDB_Votes,Q|y=US_Gross,Q|row=bin_IMDB_Rating,Q""","bin_IMDB_Rating,Q|IMDB_Votes,Q|US_Gross,Q",3,FALSE,"IMDB_Rating,IMDB_Votes,US_Gross",3,,,,,,,"mark=point|x=IMDB_Votes,Q|y=US_Gross,Q|row=bin_IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Votes""},""y"":{""type"":""Q"",""name"":""US_Gross""},""row"":{""bin"":true,""type"":""Q"",""name"":""IMDB_Rating""}}}",point,,,FALSE
polestar,248,Movies,1,748,BOOKMARK_ADD,3/21/2015 18:29:00,"""mark=point|x=bin_Production_Budget,Q|y=count_*,Q|color=Major_Genre,O""","count_*,Q|Major_Genre,O|bin_Production_Budget,Q",3,TRUE,"Major_Genre,Production_Budget",2,,,,,,,"mark=point|x=bin_Production_Budget,Q|y=count_*,Q|color=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
polestar,248,Movies,1,775,BOOKMARK_ADD,3/21/2015 18:30:00,"""mark=point|x=year_Release_Date,T|y=Production_Budget,Q""","Production_Budget,Q|year_year_Release_Date,T",2,FALSE,"Production_Budget,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
voyager,248,Birdstrikes,2,91,BOOKMARK_ADD,3/21/2015 18:51:00,"""mark=tick|x=Cost__Other,Q|y=Effect__Amount_of_damage,O""","Cost__Other,Q|Effect__Amount_of_damage,O",2,FALSE,"Cost__Other,Effect__Amount_of_damage",2,"Effect__Amount_of_damage,O",1,Effect__Amount_of_damage,1,TRUE,FALSE,"mark=tick|x=Cost__Other,Q|y=Effect__Amount_of_damage,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Other""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",tick,,,FALSE
voyager,248,Birdstrikes,2,209,BOOKMARK_ADD,3/21/2015 18:55:00,"""mark=tick|x=Speed_IAS_in_knots,Q|y=Aircraft__Airline_Operator,O|col=Effect__Amount_of_damage,O""","Aircraft__Airline_Operator,O|Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",3,FALSE,"Aircraft__Airline_Operator,Effect__Amount_of_damage,Speed_IAS_in_knots",3,"Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",2,"Effect__Amount_of_damage,Speed_IAS_in_knots",2,TRUE,TRUE,"mark=tick|x=Speed_IAS_in_knots,Q|y=Aircraft__Airline_Operator,O|col=Effect__Amount_of_damage,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""col"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",tick,,,FALSE
voyager,248,Birdstrikes,2,335,BOOKMARK_ADD,3/21/2015 18:59:00,"""mark=point|x=Aircraft__Airline_Operator,O|y=Effect__Amount_of_damage,O|size=avg_Cost__Repair,Q""","Aircraft__Airline_Operator,O|avg_Cost__Repair,Q|Effect__Amount_of_damage,O",3,TRUE,"Aircraft__Airline_Operator,Cost__Repair,Effect__Amount_of_damage",3,"Effect__Amount_of_damage,O|Cost__Repair,Q",2,"Cost__Repair,Effect__Amount_of_damage",2,TRUE,TRUE,"mark=point|x=Aircraft__Airline_Operator,O|y=Effect__Amount_of_damage,O|size=avg_Cost__Repair,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""size"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""avg""}}}",point,,,FALSE
voyager,248,Birdstrikes,2,461,BOOKMARK_ADD,3/21/2015 19:03:00,"""mark=bar|x=avg_Speed_IAS_in_knots,Q|y=Wildlife__Size,O""","avg_Speed_IAS_in_knots,Q|Wildlife__Size,O",2,TRUE,"Speed_IAS_in_knots,Wildlife__Size",2,"Wildlife__Size,O",1,Wildlife__Size,1,TRUE,FALSE,"mark=bar|x=avg_Speed_IAS_in_knots,Q|y=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
voyager,248,Birdstrikes,2,497,BOOKMARK_ADD,3/21/2015 19:04:00,"""mark=tick|x=Speed_IAS_in_knots,Q|y=Wildlife__Size,O""","Speed_IAS_in_knots,Q|Wildlife__Size,O",2,FALSE,"Speed_IAS_in_knots,Wildlife__Size",2,"Wildlife__Size,O",1,Wildlife__Size,1,TRUE,TRUE,"mark=tick|x=Speed_IAS_in_knots,Q|y=Wildlife__Size,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""y"":{""type"":""O"",""name"":""Wildlife__Size""}}}",tick,,,FALSE
voyager,248,Birdstrikes,2,556,BOOKMARK_ADD,3/21/2015 19:06:00,"""mark=bar|x=avg_Cost__Other,Q|y=When__Phase_of_flight,O|col=Wildlife__Size,O""","avg_Cost__Other,Q|When__Phase_of_flight,O|Wildlife__Size,O",3,TRUE,"Cost__Other,When__Phase_of_flight,Wildlife__Size",3,"When__Phase_of_flight,O|Wildlife__Size,O",2,"When__Phase_of_flight,Wildlife__Size",2,TRUE,TRUE,"mark=bar|x=avg_Cost__Other,Q|y=When__Phase_of_flight,O|col=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Other"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""When__Phase_of_flight""},""col"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
voyager,248,Birdstrikes,2,590,BOOKMARK_ADD,3/21/2015 19:07:00,"""mark=tick|x=Cost__Other,Q|y=When__Phase_of_flight,O|color=Wildlife__Size,O""","Cost__Other,Q|When__Phase_of_flight,O|Wildlife__Size,O",3,FALSE,"Cost__Other,When__Phase_of_flight,Wildlife__Size",3,"When__Phase_of_flight,O|Wildlife__Size,O",2,"When__Phase_of_flight,Wildlife__Size",2,TRUE,TRUE,"mark=tick|x=Cost__Other,Q|y=When__Phase_of_flight,O|color=Wildlife__Size,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Other""},""y"":{""type"":""O"",""name"":""When__Phase_of_flight""},""color"":{""type"":""O"",""name"":""Wildlife__Size""}}}",tick,,,FALSE
voyager,248,Birdstrikes,2,678,BOOKMARK_ADD,3/21/2015 19:10:00,"""mark=point|x=year_Flight_Date,T|y=Origin_State,O|size=count_*,Q""","count_*,Q|Origin_State,O|year_year_Flight_Date,T",3,TRUE,"Origin_State,year_Flight_Date",2,"Origin_State,O",1,Origin_State,1,TRUE,TRUE,"mark=point|x=year_year_Flight_Date,T|y=Origin_State,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Origin_State""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,248,Birdstrikes,2,707,BOOKMARK_ADD,3/21/2015 19:11:00,"""mark=point|x=Aircraft__Airline_Operator,O|y=Origin_State,O|size=count_*,Q""","count_*,Q|Aircraft__Airline_Operator,O|Origin_State,O",3,TRUE,"Aircraft__Airline_Operator,Origin_State",2,"Origin_State,O",1,Origin_State,1,TRUE,TRUE,"mark=point|x=Aircraft__Airline_Operator,O|y=Origin_State,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""O"",""name"":""Origin_State""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,248,Birdstrikes,2,850,BOOKMARK_ADD,3/21/2015 19:16:00,"""mark=point|x=count_*,Q|y=avg_Cost__Total_$,Q|color=When__Time_of_day,O""","count_*,Q|avg_Cost__Total_$,Q|When__Time_of_day,O",3,TRUE,"Cost__Total_$,When__Time_of_day",2,"When__Time_of_day,O|count_*,Q",2,When__Time_of_day,1,TRUE,FALSE,"mark=point|x=count_*,Q|y=avg_Cost__Total_$,Q|color=When__Time_of_day,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""},""color"":{""type"":""O"",""name"":""When__Time_of_day""}}}",point,,,FALSE
