tool,pid,dataset,session,index,action,time,data,fields,fields_count,is_aggregated,vars,vars_count,selected_fields,selected_fields_count,selected_vars,selected_vars_count,has_extra_field,isDrilldown,shorthand,spec,marktype,tooltip_count,hovered_data,bookmark_removed
polestar,303,Movies,2,263,BOOKMARK_ADD,3/24/2015 0:09:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q|size=Running_Time_min,Q""","IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q|Running_Time_min,Q",3,FALSE,"IMDB_Rating,Rotten_Tomatoes_Rating,Running_Time_min",3,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q|size=Running_Time_min,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""},""size"":{""type"":""Q"",""name"":""Running_Time_min""}}}",point,,,FALSE
polestar,303,Movies,2,276,BOOKMARK_ADD,3/24/2015 0:09:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q|size=US_DVD_Sales,Q""","IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q|US_DVD_Sales,Q",3,FALSE,"IMDB_Rating,Rotten_Tomatoes_Rating,US_DVD_Sales",3,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q|size=US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""},""size"":{""type"":""Q"",""name"":""US_DVD_Sales""}}}",point,,,FALSE
polestar,303,Movies,2,288,BOOKMARK_ADD,3/24/2015 0:09:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=US_DVD_Sales,Q""","Rotten_Tomatoes_Rating,Q|US_DVD_Sales,Q",2,FALSE,"Rotten_Tomatoes_Rating,US_DVD_Sales",2,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales""}}}",point,,,FALSE
polestar,303,Movies,2,296,BOOKMARK_ADD,3/24/2015 0:09:00,"""mark=point|x=Production_Budget,Q|y=US_DVD_Sales,Q""","Production_Budget,Q|US_DVD_Sales,Q",2,FALSE,"Production_Budget,US_DVD_Sales",2,,,,,,,"mark=point|x=Production_Budget,Q|y=US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales""}}}",point,,,FALSE
polestar,303,Movies,2,367,BOOKMARK_ADD,3/24/2015 0:11:00,"""mark=point|x=avg_IMDB_Rating,Q|y=Major_Genre,O""","avg_IMDB_Rating,Q|Major_Genre,O",2,TRUE,"IMDB_Rating,Major_Genre",2,,,,,,,"mark=point|x=avg_IMDB_Rating,Q|y=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
polestar,303,Movies,2,397,BOOKMARK_ADD,3/24/2015 0:12:00,"""mark=point|x=Distributor,O|y=avg_Production_Budget,Q""","Distributor,O|avg_Production_Budget,Q",2,TRUE,"Distributor,Production_Budget",2,,,,,,,"mark=point|x=Distributor,O|y=avg_Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Distributor""},""y"":{""type"":""Q"",""name"":""Production_Budget"",""aggr"":""avg""}}}",point,,,FALSE
polestar,303,Movies,2,447,BOOKMARK_ADD,3/24/2015 0:13:00,"""mark=point|x=Source,O|y=avg_IMDB_Votes,Q""","avg_IMDB_Votes,Q|Source,O",2,TRUE,"IMDB_Votes,Source",2,,,,,,,"mark=point|x=Source,O|y=avg_IMDB_Votes,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Source""},""y"":{""type"":""Q"",""name"":""IMDB_Votes"",""aggr"":""avg""}}}",point,,,FALSE
polestar,303,Movies,2,469,BOOKMARK_ADD,3/24/2015 0:14:00,"""mark=point|x=Source,O|y=IMDB_Votes,Q""","IMDB_Votes,Q|Source,O",2,FALSE,"IMDB_Votes,Source",2,,,,,,,"mark=point|x=Source,O|y=IMDB_Votes,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Source""},""y"":{""type"":""Q"",""name"":""IMDB_Votes""}}}",point,,,FALSE
polestar,303,Movies,2,484,BOOKMARK_ADD,3/24/2015 0:14:00,"""mark=point|x=Worldwide_Gross,Q|y=US_Gross,Q""","US_Gross,Q|Worldwide_Gross,Q",2,FALSE,"US_Gross,Worldwide_Gross",2,,,,,,,"mark=point|x=Worldwide_Gross,Q|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Worldwide_Gross""},""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
polestar,303,Movies,2,526,BOOKMARK_ADD,3/24/2015 0:15:00,"""mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q""","US_DVD_Sales,Q|US_Gross,Q",2,FALSE,"US_DVD_Sales,US_Gross",2,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
polestar,303,Movies,2,543,BOOKMARK_ADD,3/24/2015 0:16:00,"""mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|color=year_Release_Date,T""","US_DVD_Sales,Q|US_Gross,Q|year_year_Release_Date,T",3,FALSE,"US_DVD_Sales,US_Gross,year_Release_Date",3,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=US_Gross,Q|color=year_year_Release_Date,T","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""US_Gross""},""color"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""}}}",point,,,FALSE
polestar,303,Movies,2,557,BOOKMARK_ADD,3/24/2015 0:16:00,"""mark=point|x=US_DVD_Sales,Q|y=year_Release_Date,T""","US_DVD_Sales,Q|year_year_Release_Date,T",2,FALSE,"US_DVD_Sales,year_Release_Date",2,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=year_year_Release_Date,T","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""}}}",point,,,FALSE
polestar,303,Movies,2,637,BOOKMARK_ADD,3/24/2015 0:18:00,"""mark=bar|x=Running_Time_min,Q|y=count_*,Q""","count_*,Q|Running_Time_min,Q",2,TRUE,Running_Time_min,1,,,,,,,"mark=bar|x=Running_Time_min,Q|y=count_*,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Running_Time_min""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",bar,,,FALSE
polestar,303,Movies,2,665,BOOKMARK_ADD,3/24/2015 0:19:00,"""mark=point|x=Running_Time_min,Q|y=Production_Budget,Q""","Production_Budget,Q|Running_Time_min,Q",2,FALSE,"Production_Budget,Running_Time_min",2,,,,,,,"mark=point|x=Running_Time_min,Q|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Running_Time_min""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,TRUE
polestar,303,Movies,2,666,BOOKMARK_REMOVE,3/24/2015 0:19:00,"""mark=point|x=Running_Time_min,Q|y=Production_Budget,Q""","Production_Budget,Q|Running_Time_min,Q",2,FALSE,"Production_Budget,Running_Time_min",2,,,,,,,"mark=point|x=Running_Time_min,Q|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Running_Time_min""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,
polestar,303,Movies,2,833,BOOKMARK_ADD,3/24/2015 0:24:00,"""mark=point|x=Creative_Type,O|y=Major_Genre,O|color=count_*,Q""","count_*,Q|Creative_Type,O|Major_Genre,O",3,TRUE,"Creative_Type,Major_Genre",2,,,,,,,"mark=point|x=Creative_Type,O|y=Major_Genre,O|color=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""O"",""name"":""Major_Genre""},""color"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
polestar,303,Movies,2,848,BOOKMARK_ADD,3/24/2015 0:25:00,"""mark=point|x=Creative_Type,O|y=avg_US_DVD_Sales,Q""","Creative_Type,O|avg_US_DVD_Sales,Q",2,TRUE,"Creative_Type,US_DVD_Sales",2,,,,,,,"mark=point|x=Creative_Type,O|y=avg_US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""avg""}}}",point,,,TRUE
polestar,303,Movies,2,855,BOOKMARK_REMOVE,3/24/2015 0:25:00,"""mark=point|x=Creative_Type,O|y=avg_US_DVD_Sales,Q""","Creative_Type,O|avg_US_DVD_Sales,Q",2,TRUE,"Creative_Type,US_DVD_Sales",2,,,,,,,"mark=point|x=Creative_Type,O|y=avg_US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""avg""}}}",point,,,
polestar,303,Movies,2,869,BOOKMARK_ADD,3/24/2015 0:25:00,"""mark=point|x=Creative_Type,O|y=Running_Time_min,Q""","Creative_Type,O|Running_Time_min,Q",2,FALSE,"Creative_Type,Running_Time_min",2,,,,,,,"mark=point|x=Creative_Type,O|y=Running_Time_min,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""Q"",""name"":""Running_Time_min""}}}",point,,,FALSE
polestar,303,Movies,2,892,BOOKMARK_ADD,3/24/2015 0:26:00,"""mark=bar|x=Creative_Type,O|y=avg_Running_Time_min,Q""","Creative_Type,O|avg_Running_Time_min,Q",2,TRUE,"Creative_Type,Running_Time_min",2,,,,,,,"mark=bar|x=Creative_Type,O|y=avg_Running_Time_min,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""Q"",""name"":""Running_Time_min"",""aggr"":""avg""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,233,BOOKMARK_ADD,3/23/2015 23:23:00,"""mark=bar|x=avg_Cost__Repair,Q|y=Effect__Amount_of_damage,O""","avg_Cost__Repair,Q|Effect__Amount_of_damage,O",2,TRUE,"Cost__Repair,Effect__Amount_of_damage",2,"Effect__Amount_of_damage,O|Cost__Repair,Q",2,"Cost__Repair,Effect__Amount_of_damage",2,FALSE,FALSE,"mark=bar|x=avg_Cost__Repair,Q|y=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,269,BOOKMARK_ADD,3/23/2015 23:23:00,"""mark=point|x=Effect__Amount_of_damage,O|y=Wildlife__Species,O|size=count_*,Q""","count_*,Q|Effect__Amount_of_damage,O|Wildlife__Species,O",3,TRUE,"Effect__Amount_of_damage,Wildlife__Species",2,"Effect__Amount_of_damage,O|Wildlife__Species,O",2,"Effect__Amount_of_damage,Wildlife__Species",2,TRUE,FALSE,"mark=point|x=Effect__Amount_of_damage,O|y=Wildlife__Species,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,314,BOOKMARK_ADD,3/23/2015 23:25:00,"""mark=point|x=When__Phase_of_flight,O|y=Wildlife__Species,O|size=count_*,Q""","count_*,Q|When__Phase_of_flight,O|Wildlife__Species,O",3,TRUE,"When__Phase_of_flight,Wildlife__Species",2,"When__Phase_of_flight,O|Wildlife__Species,O",2,"When__Phase_of_flight,Wildlife__Species",2,TRUE,TRUE,"mark=point|x=When__Phase_of_flight,O|y=Wildlife__Species,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,384,BOOKMARK_ADD,3/23/2015 23:28:00,"""mark=point|x=Aircraft__Airline_Operator,O|y=Wildlife__Species,O|size=count_*,Q""","count_*,Q|Aircraft__Airline_Operator,O|Wildlife__Species,O",3,TRUE,"Aircraft__Airline_Operator,Wildlife__Species",2,"Aircraft__Airline_Operator,O|Wildlife__Species,O",2,"Aircraft__Airline_Operator,Wildlife__Species",2,TRUE,FALSE,"mark=point|x=Aircraft__Airline_Operator,O|y=Wildlife__Species,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,414,BOOKMARK_ADD,3/23/2015 23:28:00,"""mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q""","Cost__Repair,Q|Speed_IAS_in_knots,Q",2,FALSE,"Cost__Repair,Speed_IAS_in_knots",2,"Cost__Repair,Q|Speed_IAS_in_knots,Q",2,"Cost__Repair,Speed_IAS_in_knots",2,FALSE,FALSE,"mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair""},""y"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,453,BOOKMARK_ADD,3/23/2015 23:29:00,"""mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|color=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O""","Aircraft__Make_Model,O|Cost__Repair,Q|Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",4,FALSE,"Aircraft__Make_Model,Cost__Repair,Effect__Amount_of_damage,Speed_IAS_in_knots",4,"Aircraft__Make_Model,O|Cost__Repair,Q|Speed_IAS_in_knots,Q",3,"Aircraft__Make_Model,Cost__Repair,Speed_IAS_in_knots",3,TRUE,TRUE,"mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|color=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair""},""y"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""detail"":{""type"":""O"",""name"":""Aircraft__Make_Model""}}}",point,,,TRUE
voyager,303,Birdstrikes,1,469,BOOKMARK_ADD,3/23/2015 23:29:00,"""mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|col=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O""","Aircraft__Make_Model,O|Cost__Repair,Q|Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",4,FALSE,"Aircraft__Make_Model,Cost__Repair,Effect__Amount_of_damage,Speed_IAS_in_knots",4,"Aircraft__Make_Model,O|Cost__Repair,Q|Speed_IAS_in_knots,Q",3,"Aircraft__Make_Model,Cost__Repair,Speed_IAS_in_knots",3,TRUE,TRUE,"mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|col=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair""},""y"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""col"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""detail"":{""type"":""O"",""name"":""Aircraft__Make_Model""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,495,BOOKMARK_ADD,3/23/2015 23:30:00,"""mark=point|x=Cost__Other,Q|y=Cost__Repair,Q""","Cost__Other,Q|Cost__Repair,Q",2,FALSE,"Cost__Other,Cost__Repair",2,"Cost__Other,Q|Cost__Repair,Q",2,"Cost__Other,Cost__Repair",2,FALSE,FALSE,"mark=point|x=Cost__Other,Q|y=Cost__Repair,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Other""},""y"":{""type"":""Q"",""name"":""Cost__Repair""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,615,BOOKMARK_ADD,3/23/2015 23:34:00,"""mark=point|x=When__Phase_of_flight,O|y=Wildlife__Species,O|col=When__Time_of_day,O|size=count_*,Q""","count_*,Q|When__Phase_of_flight,O|When__Time_of_day,O|Wildlife__Species,O",4,TRUE,"When__Phase_of_flight,When__Time_of_day,Wildlife__Species",3,"When__Phase_of_flight,O|When__Time_of_day,O|Wildlife__Species,O",3,"When__Phase_of_flight,When__Time_of_day,Wildlife__Species",3,TRUE,TRUE,"mark=point|x=When__Phase_of_flight,O|y=Wildlife__Species,O|col=When__Time_of_day,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""col"":{""type"":""O"",""name"":""When__Time_of_day""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,303,Birdstrikes,1,693,BOOKMARK_ADD,3/23/2015 23:36:00,"""mark=bar|x=avg_Cost__Repair,Q|y=Aircraft__Make_Model,O""","Aircraft__Make_Model,O|avg_Cost__Repair,Q",2,TRUE,"Aircraft__Make_Model,Cost__Repair",2,"Aircraft__Make_Model,O|Cost__Repair,Q",2,"Aircraft__Make_Model,Cost__Repair",2,FALSE,FALSE,"mark=bar|x=avg_Cost__Repair,Q|y=Aircraft__Make_Model,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Aircraft__Make_Model""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,716,BOOKMARK_ADD,3/23/2015 23:36:00,"""mark=bar|x=count_*,Q|y=Aircraft__Make_Model,O""","count_*,Q|Aircraft__Make_Model,O",2,TRUE,Aircraft__Make_Model,1,"Aircraft__Make_Model,O",1,Aircraft__Make_Model,1,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Aircraft__Make_Model,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Aircraft__Make_Model""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,1082,BOOKMARK_ADD,3/23/2015 23:46:00,"""mark=bar|x=count_*,Q|y=When__Time_of_day,O|col=Wildlife__Size,O""","count_*,Q|When__Time_of_day,O|Wildlife__Size,O",3,TRUE,"When__Time_of_day,Wildlife__Size",2,"When__Time_of_day,O|Wildlife__Size,O",2,"When__Time_of_day,Wildlife__Size",2,TRUE,TRUE,"mark=bar|x=count_*,Q|y=When__Time_of_day,O|col=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""When__Time_of_day""},""col"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,1112,BOOKMARK_ADD,3/23/2015 23:46:00,"""mark=bar|x=count_*,Q|y=Wildlife__Species,O""","count_*,Q|Wildlife__Species,O",2,TRUE,Wildlife__Species,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Wildlife__Species,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Species""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,1159,BOOKMARK_ADD,3/23/2015 23:47:00,"""mark=bar|x=sum_Cost__Repair,Q|y=Aircraft__Airline_Operator,O""","Aircraft__Airline_Operator,O|sum_Cost__Repair,Q",2,TRUE,"Aircraft__Airline_Operator,Cost__Repair",2,"Cost__Repair,Q",1,Cost__Repair,1,TRUE,FALSE,"mark=bar|x=sum_Cost__Repair,Q|y=Aircraft__Airline_Operator,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,1191,BOOKMARK_ADD,3/23/2015 23:47:00,"""mark=bar|x=avg_Cost__Repair,Q|y=Aircraft__Airline_Operator,O""","Aircraft__Airline_Operator,O|avg_Cost__Repair,Q",2,TRUE,"Aircraft__Airline_Operator,Cost__Repair",2,"Cost__Repair,Q",1,Cost__Repair,1,TRUE,FALSE,"mark=bar|x=avg_Cost__Repair,Q|y=Aircraft__Airline_Operator,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""}}}",bar,,,FALSE
voyager,303,Birdstrikes,1,1210,BOOKMARK_REMOVE,3/23/2015 23:48:00,"""mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|color=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O""","Aircraft__Make_Model,O|Cost__Repair,Q|Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",4,FALSE,"Aircraft__Make_Model,Cost__Repair,Effect__Amount_of_damage,Speed_IAS_in_knots",4,"Cost__Repair,Q",1,Cost__Repair,1,TRUE,FALSE,"mark=point|x=Cost__Repair,Q|y=Speed_IAS_in_knots,Q|color=Effect__Amount_of_damage,O|detail=Aircraft__Make_Model,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair""},""y"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""color"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""detail"":{""type"":""O"",""name"":""Aircraft__Make_Model""}}}",point,,,
polestar,317,Movies,2,37,BOOKMARK_ADD,3/17/2015 18:06:00,"""mark=point|x=year_Release_Date,T|y=Production_Budget,Q""","Production_Budget,Q|year_year_Release_Date,T",2,FALSE,"Production_Budget,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
polestar,317,Movies,2,185,BOOKMARK_ADD,3/17/2015 18:13:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q""","IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q",2,FALSE,"IMDB_Rating,Rotten_Tomatoes_Rating",2,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""}}}",point,,,FALSE
polestar,317,Movies,2,196,BOOKMARK_ADD,3/17/2015 18:13:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=Worldwide_Gross,Q""","Rotten_Tomatoes_Rating,Q|Worldwide_Gross,Q",2,FALSE,"Rotten_Tomatoes_Rating,Worldwide_Gross",2,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=Worldwide_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross""}}}",point,,,FALSE
polestar,317,Movies,2,225,BOOKMARK_ADD,3/17/2015 18:13:00,"""mark=point|x=Production_Budget,Q|y=Worldwide_Gross,Q""","Production_Budget,Q|Worldwide_Gross,Q",2,FALSE,"Production_Budget,Worldwide_Gross",2,,,,,,,"mark=point|x=Production_Budget,Q|y=Worldwide_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross""}}}",point,,,FALSE
polestar,317,Movies,2,382,BOOKMARK_ADD,3/17/2015 18:19:00,"""mark=point|x=US_DVD_Sales,Q|y=Worldwide_Gross,Q""","US_DVD_Sales,Q|Worldwide_Gross,Q",2,FALSE,"US_DVD_Sales,Worldwide_Gross",2,,,,,,,"mark=point|x=US_DVD_Sales,Q|y=Worldwide_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross""}}}",point,,,FALSE
polestar,317,Movies,2,412,BOOKMARK_ADD,3/17/2015 18:20:00,"""mark=point|x=year_Release_Date,T|y=US_DVD_Sales,Q""","US_DVD_Sales,Q|year_year_Release_Date,T",2,FALSE,"US_DVD_Sales,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales""}}}",point,,,FALSE
polestar,317,Movies,2,464,BOOKMARK_ADD,3/17/2015 18:22:00,"""mark=point|x=year_Release_Date,T|y=Rotten_Tomatoes_Rating,Q""","Rotten_Tomatoes_Rating,Q|year_year_Release_Date,T",2,FALSE,"Rotten_Tomatoes_Rating,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Rotten_Tomatoes_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""}}}",point,,,TRUE
polestar,317,Movies,2,477,BOOKMARK_ADD,3/17/2015 18:22:00,"""mark=point|x=year_Release_Date,T|y=Rotten_Tomatoes_Rating,Q|color=Major_Genre,O""","Major_Genre,O|Rotten_Tomatoes_Rating,Q|year_year_Release_Date,T",3,FALSE,"Major_Genre,Rotten_Tomatoes_Rating,year_Release_Date",3,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Rotten_Tomatoes_Rating,Q|color=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""color"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
